PUNTO,COMUNA,AÑO,MES,SEMANA,VIDRIO,PAPEL_Y_CARTON,METAL,PLASTICO_PET,TELGOPOR,PLASTICOS_TODOS_LOS_DEMAS,TETRA_BRICK,PEQUENIOS_ELECTRODOMESTICOS,APARATOS_ELECTRONICOS_EN_DESUSO,AVUS
PLAZA ALMAGRO,COMUNA 5,2015,ABRIL,3,288.921,278.893,27.472, ,3.073,114.577,7.098, , , 
PLAZA ALMAGRO,COMUNA 5,2015,ABRIL,4,258.048,465.118,26.761, ,6.358,172.375,8.813, , , 
PLAZA ALMAGRO,COMUNA 5,2015,ABRIL,5,173,308.789,10.24, ,0.68,82.62,0, , , 
PLAZA ALMAGRO,COMUNA 5,2015,AGOSTO,1,310.476,480.664,37.345,95.261,2.056,219.501,14.191, , , 
PLAZA ALMAGRO,COMUNA 5,2015,AGOSTO,2,203.66,251.274,32.224,49.826,3.804,118.724,9.436, , , 
PLAZA ALMAGRO,COMUNA 5,2015,AGOSTO,3,379.053,378.074,37.829,106.213,18.421,222.505,18.299, , , 
PLAZA ALMAGRO,COMUNA 5,2015,AGOSTO,4,315.981,405.559,47.061,94.472,2.6,235.468,10.218, , , 
PLAZA ALMAGRO,COMUNA 5,2015,AGOSTO,5,307.827,477.857,33.328,81.621,1.287,177.278,11.367, , , 
PLAZA ALMAGRO,COMUNA 5,2015,DICIEMBRE,1,344.298,425.361,32.85,0,1.307,232.565,15.278, , , 
PLAZA ALMAGRO,COMUNA 5,2015,DICIEMBRE,2,393.7,469.121,38.212,0,1.04,226.146,17.533, , , 
PLAZA ALMAGRO,COMUNA 5,2015,DICIEMBRE,3,365.168,501.341,32.288,0,1.189,246.122,15.252, , , 
PLAZA ALMAGRO,COMUNA 5,2015,DICIEMBRE,4,432.02,475.894,48.204,0,1.265,177.879,11.293, , , 
PLAZA ALMAGRO,COMUNA 5,2015,DICIEMBRE,5,446.843,472.834,67.742,0,1.81,246.613,8.622, , , 
PLAZA ALMAGRO,COMUNA 5,2015,ENERO,1,257.56,203.26,8.81, ,0,149.42, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,ENERO,2,258.83,239.4,14.64, ,0,155.93, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,ENERO,3,274.14,362.05,29.66, ,1.97,192.78, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,ENERO,4,258.4,346.17,16.66, ,3.55,178.94, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,ENERO,5,186.13,278.89,25.12, ,1.79,166.72, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,FEBRERO,1,202.73,326.74,18.65, ,0.56,179.41, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,FEBRERO,2,190.83,405.64,24.74, ,0.77,141.45, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,FEBRERO,3,224.07,304.45,24.4, ,2.92,179.2, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,FEBRERO,4,162.43,287.53,5.31, ,0,117.62, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,JULIO,1,297.066,356.931,34.08,145.553,3.103,166.633,9.308, , , 
PLAZA ALMAGRO,COMUNA 5,2015,JULIO,2,437.046,482.473,47.949,179.695,4.362,210.763,12.286, , , 
PLAZA ALMAGRO,COMUNA 5,2015,JULIO,3,312.725,356.056,39.867,159.779,2.641,206.601,13.402, , , 
PLAZA ALMAGRO,COMUNA 5,2015,JULIO,4,357.44,414.92,38.57,88.23,4.6,194.24,10.32, , , 
PLAZA ALMAGRO,COMUNA 5,2015,JUNIO,1,241.371,413.955,22.532,164.773,3.37,143.274,11.729, , , 
PLAZA ALMAGRO,COMUNA 5,2015,JUNIO,2,321.001,355.787,34.911,269.775,2.384,177.616,13.784, , , 
PLAZA ALMAGRO,COMUNA 5,2015,JUNIO,3,337.416,292.813,37.779,147.569,4.87,193.262,14.792, , , 
PLAZA ALMAGRO,COMUNA 5,2015,JUNIO,4,214.473,285.669,23.04,146.916,3.547,133.859,7.363, , , 
PLAZA ALMAGRO,COMUNA 5,2015,JUNIO,5, , , , , , , , , , 
PLAZA ALMAGRO,COMUNA 5,2015,MARZO,1,256.29,364.45,25.16, ,0.21,175.16, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,MARZO,2,220.11,393.51,19.03, ,0,198, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,MARZO,3,202.47,286.9,25.28, ,1,203.86, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,MARZO,4,283.78,304.08,15.8, ,1.51,145.48, , , , 
PLAZA ALMAGRO,COMUNA 5,2015,MAYO,1,276.223,521.507,27.731,235.656,3.23,159.952,10.085, , , 
PLAZA ALMAGRO,COMUNA 5,2015,MAYO,2,267.358,337.268,21.276,164.356,3,128.138,6.686, , , 
PLAZA ALMAGRO,COMUNA 5,2015,MAYO,3,324.017,407.755,31.517,210.695,3.22,176.345,15.817, , , 
PLAZA ALMAGRO,COMUNA 5,2015,MAYO,4,284.181,327.097,30.799,269.424,3.334,155.022,15.36, , , 
PLAZA ALMAGRO,COMUNA 5,2015,NOVIEMBRE,1,360.892,488.122,33.096,0,1.1,231.023,12.922, , , 
PLAZA ALMAGRO,COMUNA 5,2015,NOVIEMBRE,2,406.518,383.935,42.313,0,7.845,237.984,20.393, , , 
PLAZA ALMAGRO,COMUNA 5,2015,NOVIEMBRE,3,378.315,398.153,36.725,0,4.235,226.013,15.832, , , 
PLAZA ALMAGRO,COMUNA 5,2015,NOVIEMBRE,4,367.414,362.146,31.694,0,1.033,234.006,14.054, , , 
PLAZA ALMAGRO,COMUNA 5,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA ALMAGRO,COMUNA 5,2015,OCTUBRE,1,300.707,348.269,28.608,61.238,3.901,166.86,13.064, , , 
PLAZA ALMAGRO,COMUNA 5,2015,OCTUBRE,2,268.364,330.594,45.949,0,1.732,177.863,14.834, , , 
PLAZA ALMAGRO,COMUNA 5,2015,OCTUBRE,3,386.4,353.223,34.526,0,4.511,195.504,24.087, , , 
PLAZA ALMAGRO,COMUNA 5,2015,OCTUBRE,4,299.421,395.403,40.891,0,2.511,210.163,16.4, , , 
PLAZA ALMAGRO,COMUNA 5,2015,SEPTIEMBRE,1,306.691,492.676,43.03,100.14,2.724,227.446,10.334, , , 
PLAZA ALMAGRO,COMUNA 5,2015,SEPTIEMBRE,2,268.461,292.408,31.896,53.261,4.091,177.673,13.177, , , 
PLAZA ALMAGRO,COMUNA 5,2015,SEPTIEMBRE,3,314.231,436.891,40.509,40.484,2.481,183.974,15.186, , , 
PLAZA ALMAGRO,COMUNA 5,2015,SEPTIEMBRE,4,290.984,394.548,36.728,91.07,2.559,178.084,12.904, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ABRIL,1,258.333,371.023,26.007,0,0,89.372,8.632, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ABRIL,2,403.632,397.957,32.724,0,1.35,213.717,12.218, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ABRIL,3,310.59,381.52,34.06,0,1.44,175.34,8.45, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ABRIL,4,405,537.56,42.58,0,0.98,235.19,15, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ABRIL,5,288.73,383.97,29.17,0,0.88,169.99,9.61, , , 
PLAZA ALMAGRO,COMUNA 5,2016,AGOSTO,1,526.115,422.197,31.35,,0,215.942,13.413,,,
PLAZA ALMAGRO,COMUNA 5,2016,AGOSTO,2,391.194,450.247,36.567,,0,189.177,10.648,,,
PLAZA ALMAGRO,COMUNA 5,2016,AGOSTO,3,455.847,421.734,33.377,,0,212.446,11.842,,,
PLAZA ALMAGRO,COMUNA 5,2016,AGOSTO,4,382.904,435.926,32.222,,0,183.54,15.631,,,
PLAZA ALMAGRO,COMUNA 5,2016,ENERO,1,362.021,449.237,46.82,0,2.274,219.478,12.622, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ENERO,2,404.398,625.236,33.964,0,1.015,203.138,12.169, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ENERO,3,323.985,353.223,40.329,0,1.271,216.409,10.287, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ENERO,4,293.591,511.056,41.109,0,1.342,221.473,12.691, , , 
PLAZA ALMAGRO,COMUNA 5,2016,ENERO,5, , , , , , , , , , 
PLAZA ALMAGRO,COMUNA 5,2016,FEBRERO,1,235.271,363.383,35.829,0,0.757,182.201,13.96, , , 
PLAZA ALMAGRO,COMUNA 5,2016,FEBRERO,2,301.874,417.294,34.651,0,0,214.731,12.692, , , 
PLAZA ALMAGRO,COMUNA 5,2016,FEBRERO,3,242.501,409.608,31.248,0,0,143.152,7.696, , , 
PLAZA ALMAGRO,COMUNA 5,2016,FEBRERO,4,291.546,306.175,21.034,0,0.911,137.411,10.374, , , 
PLAZA ALMAGRO,COMUNA 5,2016,JULIO,1,326.661,298.299,16.236,,0,151.884,12.57,,,
PLAZA ALMAGRO,COMUNA 5,2016,JULIO,2,345.945,354.123,23.747,,0,142.115,9.59,,,
PLAZA ALMAGRO,COMUNA 5,2016,JULIO,3,449.789,390.298,38.817,,0,222.448,14.919,,,
PLAZA ALMAGRO,COMUNA 5,2016,JULIO,4,387.025,481.835,36.7,,0,212.888,11.037,,,
PLAZA ALMAGRO,COMUNA 5,2016,JULIO,5,356.385,326.535,31.163,,0,165.907,14.927,,,
PLAZA ALMAGRO,COMUNA 5,2016,JUNIO,1,375.262,439.101,40.434, ,0,151.352,17.359, , , 
PLAZA ALMAGRO,COMUNA 5,2016,JUNIO,2,402.691,435.133,30.446, ,0,190.898,11.08, , , 
PLAZA ALMAGRO,COMUNA 5,2016,JUNIO,3,234.46,227.64,33.86, ,1.06,125.99,11.58, , , 
PLAZA ALMAGRO,COMUNA 5,2016,JUNIO,4,400.389,361.328,32.531, ,0,181.634,16.576, , , 
PLAZA ALMAGRO,COMUNA 5,2016,MARZO,1,281.957,436.393,35.263,0,1.321,204.684,10.449, , , 
PLAZA ALMAGRO,COMUNA 5,2016,MARZO,2,323.127,462.702,37.834,0,4.64,221.867,10.494, , , 
PLAZA ALMAGRO,COMUNA 5,2016,MARZO,3,285.61,549.421,33.045,0,0,200.553,6.872, , , 
PLAZA ALMAGRO,COMUNA 5,2016,MARZO,4,247.104,328.645,22.475, , ,128.449,8.812, , , 
PLAZA ALMAGRO,COMUNA 5,2016,MAYO,1,431.89,471.56,40.87,0,1.44,217.4,11.4, , , 
PLAZA ALMAGRO,COMUNA 5,2016,MAYO,2,279.41,421.41,34.69,0,2.12,162.62,14.24, , , 
PLAZA ALMAGRO,COMUNA 5,2016,MAYO,3,268.84,290.52,24.54,0,0,147.73,6.74, , , 
PLAZA ALMAGRO,COMUNA 5,2016,MAYO,4,289.01,380.93,23.53,0,0,140.92,10.71, , , 
PLAZA ALMAGRO,COMUNA 5,2016,SEPTIEMBRE,1,430.073,388.377,37.191,,0,199.037,14.835,,,
PLAZA ALMAGRO,COMUNA 5,2016,SEPTIEMBRE,2,309,361.043,35.966,,0,163.733,8.367,,,
PLAZA ALMAGRO,COMUNA 5,2016,SEPTIEMBRE,3,359.564,429.511,35.024,,0,155.686,10.513,,,
PLAZA ALMAGRO,COMUNA 5,2016,SEPTIEMBRE,4,,,,,,,,,,
PLAZA ALMAGRO,COMUNA 5,2016,SEPTIEMBRE,5,,,,,,,,,,
PLAZA ARENALES,COMUNA 11,2015,ABRIL,1,220.96,333.437,7.646,99.255,1.608,42.287,5.683,13.604,43.512, 
PLAZA ARENALES,COMUNA 11,2015,ABRIL,2,313.57,500.75,11.55,130.35,5.23,72.75,8.48,27.24,112.08, 
PLAZA ARENALES,COMUNA 11,2015,ABRIL,3,367.84,508.75,12.38,128.72,5.45,111.81,13.56,33.12,150.72, 
PLAZA ARENALES,COMUNA 11,2015,ABRIL,4,298.58,376.01,9.91,140.23,7.57,109.87,10.95,53.11,221.31, 
PLAZA ARENALES,COMUNA 11,2015,ABRIL,5,213.52,365.13,9.94,85.89,3.7,85.24,9.74,30.16,71.35, 
PLAZA ARENALES,COMUNA 11,2015,AGOSTO,1,566.72,719.27,50.17,277.01,13.1,264.03,34.62,23.83,157.52, 
PLAZA ARENALES,COMUNA 11,2015,AGOSTO,2,441.07,583.75,42.19,243.55,8.87,196.49,22.26,23.07,189.54, 
PLAZA ARENALES,COMUNA 11,2015,AGOSTO,3,694.78,1059.74,30.5,339.85,12.1,270.29,32.23,69.72,266.43, 
PLAZA ARENALES,COMUNA 11,2015,AGOSTO,4,719.43,1256.25,30.79,381.71,13.99,283.92,23.97,140.92,149.19, 
PLAZA ARENALES,COMUNA 11,2015,AGOSTO,5,624.65,946.58,24.29,468.69,13.7,319.7,21.15,68.46,170.25, 
PLAZA ARENALES,COMUNA 11,2015,DICIEMBRE,1,547.36,823.23,36.66,266.05,7.59,233.15,18.76,99.26,208.78, 
PLAZA ARENALES,COMUNA 11,2015,DICIEMBRE,2,696.8,1323.85,66.17,364.01,7.96,290.89,28.31,80.75,250.78, 
PLAZA ARENALES,COMUNA 11,2015,DICIEMBRE,3,730.74,1064.59,53.13,320.91,14.09,248.91,14.73,119.64,263.1, 
PLAZA ARENALES,COMUNA 11,2015,DICIEMBRE,4,1162.18,1470.14,56.52,490.53,33.23,490.53,46.2,32.56,252.83, 
PLAZA ARENALES,COMUNA 11,2015,DICIEMBRE,5,803.55,981.46,42.52,343.55,13.36,302.06,28.02,117.8,187.16, 
PLAZA ARENALES,COMUNA 11,2015,ENERO,1,460.34,337.79,18.01,84.8,9.9,51.52,18.02,1.2,93.59, 
PLAZA ARENALES,COMUNA 11,2015,ENERO,2,519.33,654.39,14.18,144.69,12.95,89.83,21.45,64.72,315.69, 
PLAZA ARENALES,COMUNA 11,2015,ENERO,3,380.49,443.96,12.28,125.2,13.51,76.23,21.23,93.21,153.78, 
PLAZA ARENALES,COMUNA 11,2015,ENERO,4,132.79,144.2,367.82,562.48,201.32,19.7,46.63,11.94,30.55, 
PLAZA ARENALES,COMUNA 11,2015,ENERO,5,410.85,531.12,14.79,170.67,7.9,107.57,16.23,45.72,290.95, 
PLAZA ARENALES,COMUNA 11,2015,FEBRERO,1,334.538,461.699,21.402,130.711,9.626,82.837,62.14,24.587,247.219, 
PLAZA ARENALES,COMUNA 11,2015,FEBRERO,2,360.06,461.61,10.99,130.82,9.62,76.84,17.21,30.42,155.72, 
PLAZA ARENALES,COMUNA 11,2015,FEBRERO,3,351.69,317.8,20.13,133.6,7.66,77.37,19.35,19.83,196.61, 
PLAZA ARENALES,COMUNA 11,2015,FEBRERO,4,329.45,363.76,14.56,134.71,7.75,79.72,10.97,78.79,143.71, 
PLAZA ARENALES,COMUNA 11,2015,JULIO,1,366.29,457.57,23.82,218.02,8.49,155.55,25.75,160.38,158.53, 
PLAZA ARENALES,COMUNA 11,2015,JULIO,2,464.19,571.21,28.69,274.83,4.82,240.37,24.85,51.58,333.05, 
PLAZA ARENALES,COMUNA 11,2015,JULIO,3,464.48,581.02,21.35,223.53,9.36,156.04,29.32,47.8,117.85, 
PLAZA ARENALES,COMUNA 11,2015,JULIO,4,359.6,458.89,24.34,223.59,8.17,138.04,20,37.78,183.84, 
PLAZA ARENALES,COMUNA 11,2015,JUNIO,1,337.47,430.9,9.28,240.65,2.37,103.26,8.75,54.95,141.23, 
PLAZA ARENALES,COMUNA 11,2015,JUNIO,2,266.07,295.86,9.58,177.93,5.5,84.79,14.4,29.42,127.92, 
PLAZA ARENALES,COMUNA 11,2015,JUNIO,3,373.72,468.31,27.9,200.26,6.52,123.9,18.39,25.29,89.77, 
PLAZA ARENALES,COMUNA 11,2015,JUNIO,4,314.79,308.68,19.13,195.55,9.29,95.93,13.44,25.7,118.88, 
PLAZA ARENALES,COMUNA 11,2015,JUNIO,5, , , , , , , , , , 
PLAZA ARENALES,COMUNA 11,2015,MARZO,1,411.18,634.86,34.35,189.73,6.61,134.32,21.1,70.29,158.75, 
PLAZA ARENALES,COMUNA 11,2015,MARZO,2,353.65,553.73,21.4,180.39,6.41,127.26,18.02,14.15,129.98, 
PLAZA ARENALES,COMUNA 11,2015,MARZO,3,410.18,396.87,22.05,170.71,5.72,103.42,12.01,45.09,184.22, 
PLAZA ARENALES,COMUNA 11,2015,MARZO,4,369.75,553.33,12.96,180.08,5.94,143.44,12.58,30.59,53.91, 
PLAZA ARENALES,COMUNA 11,2015,MAYO,1,330.19,415.44,25.31,215.65,7.08,111.53,16.84,44.22,119.25, 
PLAZA ARENALES,COMUNA 11,2015,MAYO,2,397.75,496.43,21.65,259.67,7.57,171.29,18.48,105.47,174.94, 
PLAZA ARENALES,COMUNA 11,2015,MAYO,3,425.72,449.74,21.33,369.44,9.28,230.03,22.41,74.01,252.52, 
PLAZA ARENALES,COMUNA 11,2015,MAYO,4,382.39,469.35,14.17,190.84,11.12,146.21,19.93,39.61,82.46, 
PLAZA ARENALES,COMUNA 11,2015,NOVIEMBRE,1,528.34,914.36,34.6,234.75,10.01,239.38,22.62,115.41,210.81, 
PLAZA ARENALES,COMUNA 11,2015,NOVIEMBRE,2,581.05,920.87,32.02,259.34,8.18,269.13,22.13,25.79,196.06, 
PLAZA ARENALES,COMUNA 11,2015,NOVIEMBRE,3,575.08,764.84,25.96,201.45,11.11,251.47,16.62,58.05,180.67, 
PLAZA ARENALES,COMUNA 11,2015,NOVIEMBRE,4,637.27,862.35,30.71,271.24,12.36,258.96,26.64,95.55,238.2, 
PLAZA ARENALES,COMUNA 11,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA ARENALES,COMUNA 11,2015,OCTUBRE,1,538.92,850.58,38.03,215.09,7.89,256.51,18.45,183.09,177.3, 
PLAZA ARENALES,COMUNA 11,2015,OCTUBRE,2,587.21,985.15,36.13,273.81,13.74,275.82,25.23,98.33,151.76, 
PLAZA ARENALES,COMUNA 11,2015,OCTUBRE,3,638.51,937.08,29.97,231.03,8.98,214.66,18.71,56.43,167.52, 
PLAZA ARENALES,COMUNA 11,2015,OCTUBRE,4,920.6,1018.14,29.59,353.01,12.44,306.74,24.08,82.3,72.52, 
PLAZA ARENALES,COMUNA 11,2015,SEPTIEMBRE,1,830.37,1290.26,42.04,398.03,19.41,377.27,30.16,50.94,300.93, 
PLAZA ARENALES,COMUNA 11,2015,SEPTIEMBRE,2,635.32,1034.86,37.08,276.97,13.08,275.57,22.04,236.61,74.91, 
PLAZA ARENALES,COMUNA 11,2015,SEPTIEMBRE,3,708.45,1099.23,31.9,352.85,17.53,264.82,27.17,96.16,249.19, 
PLAZA ARENALES,COMUNA 11,2015,SEPTIEMBRE,4,1168.74,1649.61,55.55,616.16,23.58,426.16,58.46,107.35,403.86, 
PLAZA ARENALES,COMUNA 11,2016,ABRIL,1,653.381,765.887,33.384,260.532,12.024,227.873,25.889,95.67,296.401, 
PLAZA ARENALES,COMUNA 11,2016,ABRIL,2,702.679,937.822,32.107,239.151,8.336,309.083,28.567,93.501,300.604, 
PLAZA ARENALES,COMUNA 11,2016,ABRIL,3,503.914,775.291,26.874,201.033,8.583,284.239,23.284,53.077,170.111, 
PLAZA ARENALES,COMUNA 11,2016,ABRIL,4,635.083,881.937,30.316,255.401,10.498,287.441,29.93,85.497,254.5, 
PLAZA ARENALES,COMUNA 11,2016,ABRIL,5,535.191,1055.349,31.501,195.757,8.201,328.374,27.325,93.184,272.957, 
PLAZA ARENALES,COMUNA 11,2016,AGOSTO,1,713.72,1241.409,63.684,277.904,8.891,371.91,47.535,80.321,471.752,3.52
PLAZA ARENALES,COMUNA 11,2016,AGOSTO,2,863.443,1540.004,69.174,314.401,16.651,454.649,42.923,106.84,190.585,9.69
PLAZA ARENALES,COMUNA 11,2016,AGOSTO,3,906.025,1567.079,49.901,339.637,7.079,370.664,34.642,57.889,202.769,4.576
PLAZA ARENALES,COMUNA 11,2016,AGOSTO,4,731.639,1109.92,51.439,265.596,7.603,347.641,21.003,67.76,270.618,26.4
PLAZA ARENALES,COMUNA 11,2016,ENERO,1,984.05,1633.89,1665.17,402.34,21.28,353.01,23.94,132.9,303.07, 
PLAZA ARENALES,COMUNA 11,2016,ENERO,2,708.53,1019.32,37.17,307,7.02,272.59,16.4,27.37,95.56, 
PLAZA ARENALES,COMUNA 11,2016,ENERO,3,758.61,1103.75,43.91,278.27,15.99,347,26.48,111.81,205.71, 
PLAZA ARENALES,COMUNA 11,2016,ENERO,4,888.47,1153.72,53.38,357.46,16.07,393.35,44.11,61.58,212.19, 
PLAZA ARENALES,COMUNA 11,2016,ENERO,5, , , , , , , , , , 
PLAZA ARENALES,COMUNA 11,2016,FEBRERO,1,681.73,960.38,25.44,242.11,11.12,275.84,27.26,32.89,146.94, 
PLAZA ARENALES,COMUNA 11,2016,FEBRERO,2,617.09,952.72,29.26,277.52,14.18,296.8,22.05,51.86,140.48, 
PLAZA ARENALES,COMUNA 11,2016,FEBRERO,3,327.18,556.49,19.01,159.24,6.4,177.87,20.16,59.03,201.56, 
PLAZA ARENALES,COMUNA 11,2016,FEBRERO,4,601.94,827.12,42.86,279.56,14.01,320.47,26.15,67.5,106.56, 
PLAZA ARENALES,COMUNA 11,2016,JULIO,1,543.791,879.477,24.291,226.46,6.476,308.156,13.386,6.501,93.542,
PLAZA ARENALES,COMUNA 11,2016,JULIO,2,1048.593,1338.254,50.879,370.697,15.214,401.191,26.281,62.488,148.046,3.52
PLAZA ARENALES,COMUNA 11,2016,JULIO,3,1081.431,1569.105,44.833,382.385,15.208,396.155,37.56,47.935,431.227,19.36
PLAZA ARENALES,COMUNA 11,2016,JULIO,4,885.573,1411.947,56.497,273.92,11.18,385.63,25.932,53.54,332.495,4.4
PLAZA ARENALES,COMUNA 11,2016,JULIO,5,790.927,985.462,33.096,276.297,8.031,302.2,22.381,23.706,194.044,19.36
PLAZA ARENALES,COMUNA 11,2016,JUNIO,1,630.086,1153.469,36.531,256.475,14.591,322.84,37.344,60.118,167.286, 
PLAZA ARENALES,COMUNA 11,2016,JUNIO,2,805.364,1091.62,52.977,286.989,12.252,369.553,32.359,29.898,174.154, 
PLAZA ARENALES,COMUNA 11,2016,JUNIO,3,688.716, ,36.611,228.962,10.942,305.658,22.346,130.562,194.263, 
PLAZA ARENALES,COMUNA 11,2016,JUNIO,4,775.036, ,54.902,284.523,12.58,300.507,32.254,60.733,149.443, 
PLAZA ARENALES,COMUNA 11,2016,MARZO,1,597.71,1164.853,26.676,315.271,8.148,317.725,32.191,80.07,146.096, 
PLAZA ARENALES,COMUNA 11,2016,MARZO,2,690.094,1226.838,56.513,304.802,14.159,340.978,24.257,114.617,179.022, 
PLAZA ARENALES,COMUNA 11,2016,MARZO,3,744.83,1103.238,38.849,282.428,11.638,340.249,37.394,119.016,241.964, 
PLAZA ARENALES,COMUNA 11,2016,MARZO,4,579.275,988.769,29.526,230.432,17.551,216.682,19.126,61.471,217.915, 
PLAZA ARENALES,COMUNA 11,2016,MAYO,1,753.727,1106.829,45.469,289.408,11.132,369.463,28.958,50.4,189.712,
PLAZA ARENALES,COMUNA 11,2016,MAYO,2,526.969,862.248,29.712,231.941,11.49,306.803,21.579,11.42,203.585,
PLAZA ARENALES,COMUNA 11,2016,MAYO,3,697.971,1039.427,48.671,236.111,15.47,358.761,25.517,11.45,153.012,
PLAZA ARENALES,COMUNA 11,2016,MAYO,4,476.621,551.147,23.756,173.489,5.956,207.224,16.181,9.7,137.326,
PLAZA ARENALES,COMUNA 11,2016,OCTUBRE,1,680.563,1160.1,51.926,177.855,5.109,259.496,20.87,51.204,197.77,110.264
PLAZA ARENALES,COMUNA 11,2016,OCTUBRE,2,655.581,860.376,28.687,286.486,5.455,262.846,12.236,51.015,197.7,27.28
PLAZA ARENALES,COMUNA 11,2016,OCTUBRE,3,1092.127,1801.19,41.624,330.861,12.885,346.709,17.697,64.386,257.944,9.68
