NOMBRE_PUNTO,COMUNA,AÑO,MES,SEMANA,VISITAS
PARQUE CHACABUCO,COMUNA 7,2015,JUNIO,10/06 - 14/06,137
PUEYRREDON,COMUNA 7,2015,JUNIO,10/06 - 14/06,149
SOLDATI,COMUNA 8,2015,JUNIO,10/06 - 14/06,9
SUDAMERICA,COMUNA 8,2015,JUNIO,10/06 - 14/06,29
PARQUE AVELLANEDA,COMUNA 9,2015,JUNIO,10/06 - 14/06,174
PARQUE SANTOJANNI,COMUNA 9,2015,JUNIO,10/06 - 14/06,36
VELEZ SARFIELD,COMUNA 10,2015,JUNIO,10/06 - 14/06,234
DON BOSCO,COMUNA 10,2015,JUNIO,10/06 - 14/06,194
ARISTOBULO DEL VALLE,COMUNA 11,2015,JUNIO,10/06 - 14/06,200
ARENALES,COMUNA 11,2015,JUNIO,10/06 - 14/06,316
ALEM,COMUNA 12,2015,JUNIO,10/06 - 14/06,348
PARQUE SAAVEDRA,COMUNA 12,2015,JUNIO,10/06 - 14/06,298
MANUEL BELGRANO,COMUNA 13,2015,JUNIO,10/06 - 14/06,230
BALCARCE,COMUNA 13,2015,JUNIO,10/06 - 14/06,186
PALERMO VIEJO,COMUNA 14,2015,JUNIO,10/06 - 14/06,127
CASTELLI,COMUNA 14,2015,JUNIO,10/06 - 14/06,51
GUEMES,COMUNA 14,2015,JUNIO,10/06 - 14/06,153
25 DE AGOSTO,COMUNA 15,2015,JUNIO,10/06 - 14/06,0
PARQUE LOS ANDES,COMUNA 15,2015,JUNIO,10/06 - 14/06,128
SAN MARTIN,COMUNA 1,2015,JUNIO,17/06 - 21/06,99
MUJERES ARGENTINAS,COMUNA 1,2015,JUNIO,17/06 - 21/06,20
VERA PEÑALOZA,COMUNA 1,2015,JUNIO,17/06 - 21/06,101
MITRE,COMUNA 2,2015,JUNIO,17/06 - 21/06,106
MONSEÑOR DE ANDREA,COMUNA 2,2015,JUNIO,17/06 - 21/06,219
1RO DE MAYO,COMUNA 3,2015,JUNIO,17/06 - 21/06,198
VELAZCO IBARRA,COMUNA 3,2015,JUNIO,17/06 - 21/06,51
COLOMBIA,COMUNA 4,2015,JUNIO,17/06 - 21/06,237
PARQUE PATRICIOS,COMUNA 4,2015,JUNIO,17/06 - 21/06,170
BOEDO,COMUNA 5,2015,JUNIO,17/06 - 21/06,141
ALMAGRO,COMUNA 5,2015,JUNIO,17/06 - 21/06,272
PARQUE RIVADAVIA,COMUNA 6,2015,JUNIO,17/06 - 21/06,196
PARQUE CENTENARIO,COMUNA 6,2015,JUNIO,17/06 - 21/06,374
PARQUE CHACABUCO,COMUNA 7,2015,JUNIO,17/06 - 21/06,126
PUEYRREDON,COMUNA 7,2015,JUNIO,17/06 - 21/06,126
SOLDATI,COMUNA 8,2015,JUNIO,17/06 - 21/06,8
SUDAMERICA,COMUNA 8,2015,JUNIO,17/06 - 21/06,30
PARQUE AVELLANEDA,COMUNA 9,2015,JUNIO,17/06 - 21/06,147
PARQUE SANTOJANNI,COMUNA 9,2015,JUNIO,17/06 - 21/06,33
VELEZ SARFIELD,COMUNA 10,2015,JUNIO,17/06 - 21/06,255
DON BOSCO,COMUNA 10,2015,JUNIO,17/06 - 21/06,232
ARISTOBULO DEL VALLE,COMUNA 11,2015,JUNIO,17/06 - 21/06,265
ARENALES,COMUNA 11,2015,JUNIO,17/06 - 21/06,357
ALEM,COMUNA 12,2015,JUNIO,17/06 - 21/06,231
PARQUE SAAVEDRA,COMUNA 12,2015,JUNIO,17/06 - 21/06,271
MANUEL BELGRANO,COMUNA 13,2015,JUNIO,17/06 - 21/06,205
BALCARCE,COMUNA 13,2015,JUNIO,17/06 - 21/06,178
PALERMO VIEJO,COMUNA 14,2015,JUNIO,17/06 - 21/06,89
CASTELLI,COMUNA 14,2015,JUNIO,17/06 - 21/06,55
GUEMES,COMUNA 14,2015,JUNIO,17/06 - 21/06,167
25 DE AGOSTO,COMUNA 15,2015,JUNIO,17/06 - 21/06,0
PARQUE LOS ANDES,COMUNA 15,2015,JUNIO,17/06 - 21/06,127
SAN MARTIN,COMUNA 1,2015,JUNIO,24/06 - 28/06,110
MUJERES ARGENTINAS,COMUNA 1,2015,JUNIO,24/06 - 28/06,31
VERA PEÑALOZA,COMUNA 1,2015,JUNIO,24/06 - 28/06,87
MITRE,COMUNA 2,2015,JUNIO,24/06 - 28/06,84
MONSEÑOR DE ANDREA,COMUNA 2,2015,JUNIO,24/06 - 28/06,147
1RO DE MAYO,COMUNA 3,2015,JUNIO,24/06 - 28/06,132
VELAZCO IBARRA,COMUNA 3,2015,JUNIO,24/06 - 28/06,15
COLOMBIA,COMUNA 4,2015,JUNIO,24/06 - 28/06,168
PARQUE PATRICIOS,COMUNA 4,2015,JUNIO,24/06 - 28/06,114
BOEDO,COMUNA 5,2015,JUNIO,24/06 - 28/06,150
ALMAGRO,COMUNA 5,2015,JUNIO,24/06 - 28/06,220
PARQUE RIVADAVIA,COMUNA 6,2015,JUNIO,24/06 - 28/06,166
PARQUE CENTENARIO,COMUNA 6,2015,JUNIO,24/06 - 28/06,294
PARQUE CHACABUCO,COMUNA 7,2015,JUNIO,24/06 - 28/06,71
PUEYRREDON,COMUNA 7,2015,JUNIO,24/06 - 28/06,105
SOLDATI,COMUNA 8,2015,JUNIO,24/06 - 28/06,9
SUDAMERICA,COMUNA 8,2015,JUNIO,24/06 - 28/06,63
PARQUE AVELLANEDA,COMUNA 9,2015,JUNIO,24/06 - 28/06,109
PARQUE SANTOJANNI,COMUNA 9,2015,JUNIO,24/06 - 28/06,36
VELEZ SARFIELD,COMUNA 10,2015,JUNIO,24/06 - 28/06,255
DON BOSCO,COMUNA 10,2015,JUNIO,24/06 - 28/06,251
ARISTOBULO DEL VALLE,COMUNA 11,2015,JUNIO,24/06 - 28/06,201
ARENALES,COMUNA 11,2015,JUNIO,24/06 - 28/06,303
ALEM,COMUNA 12,2015,JUNIO,24/06 - 28/06,262
PARQUE SAAVEDRA,COMUNA 12,2015,JUNIO,24/06 - 28/06,218
MANUEL BELGRANO,COMUNA 13,2015,JUNIO,24/06 - 28/06,133
BALCARCE,COMUNA 13,2015,JUNIO,24/06 - 28/06,118
PALERMO VIEJO,COMUNA 14,2015,JUNIO,24/06 - 28/06,28
CASTELLI,COMUNA 14,2015,JUNIO,24/06 - 28/06,31
GUEMES,COMUNA 14,2015,JUNIO,24/06 - 28/06,135
25 DE AGOSTO,COMUNA 15,2015,JUNIO,24/06 - 28/06,0
PARQUE LOS ANDES,COMUNA 15,2015,JUNIO,24/06 - 28/06,74
SAN MARTIN,COMUNA 1,2015,JULIO,01/07 - 05/07,107
MUJERES ARGENTINAS,COMUNA 1,2015,JULIO,01/07 - 05/07,11
VERA PEÑALOZA,COMUNA 1,2015,JULIO,01/07 - 05/07,88
MITRE,COMUNA 2,2015,JULIO,01/07 - 05/07,89
MONSEÑOR DE ANDREA,COMUNA 2,2015,JULIO,01/07 - 05/07,212
1RO DE MAYO,COMUNA 3,2015,JULIO,01/07 - 05/07,185
VELAZCO IBARRA,COMUNA 3,2015,JULIO,01/07 - 05/07,27
COLOMBIA,COMUNA 4,2015,JULIO,01/07 - 05/07,167
PARQUE PATRICIOS,COMUNA 4,2015,JULIO,01/07 - 05/07,168
BOEDO,COMUNA 5,2015,JULIO,01/07 - 05/07,184
ALMAGRO,COMUNA 5,2015,JULIO,01/07 - 05/07,250
PARQUE RIVADAVIA,COMUNA 6,2015,JULIO,01/07 - 05/07,202
PARQUE CENTENARIO,COMUNA 6,2015,JULIO,01/07 - 05/07,416
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,01/07 - 05/07,51
PUEYRREDON,COMUNA 7,2015,JULIO,01/07 - 05/07,127
SOLDATI,COMUNA 8,2015,JULIO,01/07 - 05/07,11
SUDAMERICA,COMUNA 8,2015,JULIO,01/07 - 05/07,44
PARQUE AVELLANEDA,COMUNA 9,2015,JULIO,01/07 - 05/07,127
PARQUE SANTOJANNI,COMUNA 9,2015,JULIO,01/07 - 05/07,31
VELEZ SARFIELD,COMUNA 10,2015,JULIO,01/07 - 05/07,273
DON BOSCO,COMUNA 10,2015,JULIO,01/07 - 05/07,272
ARISTOBULO DEL VALLE,COMUNA 11,2015,JULIO,01/07 - 05/07,212
ARENALES,COMUNA 11,2015,JULIO,01/07 - 05/07,645
ALEM,COMUNA 12,2015,JULIO,01/07 - 05/07,259
PARQUE SAAVEDRA,COMUNA 12,2015,JULIO,01/07 - 05/07,237
MANUEL BELGRANO,COMUNA 13,2015,JULIO,01/07 - 05/07,166
BALCARCE,COMUNA 13,2015,JULIO,01/07 - 05/07,188
PALERMO VIEJO,COMUNA 14,2015,JULIO,01/07 - 05/07,35
CASTELLI,COMUNA 14,2015,JULIO,01/07 - 05/07,49
GUEMES,COMUNA 14,2015,JULIO,01/07 - 05/07,160
25 DE AGOSTO,COMUNA 15,2015,JULIO,01/07 - 05/07,0
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,01/07 - 05/07,109
SAN MARTIN,COMUNA 1,2015,JULIO,08/07 - 12/07,100
MUJERES ARGENTINAS,COMUNA 1,2015,JULIO,08/07 - 12/07,26
VERA PEÑALOZA,COMUNA 1,2015,JULIO,08/07 - 12/07,142
MITRE,COMUNA 2,2015,JULIO,08/07 - 12/07,95
MONSEÑOR DE ANDREA,COMUNA 2,2015,JULIO,08/07 - 12/07,187
1RO DE MAYO,COMUNA 3,2015,JULIO,08/07 - 12/07,220
VELAZCO IBARRA,COMUNA 3,2015,JULIO,08/07 - 12/07,37
COLOMBIA,COMUNA 4,2015,JULIO,08/07 - 12/07,195
PARQUE PATRICIOS,COMUNA 4,2015,JULIO,08/07 - 12/07,91
BOEDO,COMUNA 5,2015,JULIO,08/07 - 12/07,262
ALMAGRO,COMUNA 5,2015,JULIO,08/07 - 12/07,292
PARQUE RIVADAVIA,COMUNA 6,2015,JULIO,08/07 - 12/07,316
PARQUE CENTENARIO,COMUNA 6,2015,JULIO,08/07 - 12/07,440
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,08/07 - 12/07,131
PUEYRREDON,COMUNA 7,2015,JULIO,08/07 - 12/07,126
SOLDATI,COMUNA 8,2015,JULIO,08/07 - 12/07,10
SUDAMERICA,COMUNA 8,2015,JULIO,08/07 - 12/07,76
PARQUE AVELLANEDA,COMUNA 9,2015,JULIO,08/07 - 12/07,172
PARQUE SANTOJANNI,COMUNA 9,2015,JULIO,08/07 - 12/07,35
VELEZ SARFIELD,COMUNA 10,2015,JULIO,08/07 - 12/07,242
DON BOSCO,COMUNA 10,2015,JULIO,08/07 - 12/07,258
ARISTOBULO DEL VALLE,COMUNA 11,2015,JULIO,08/07 - 12/07,291
ARENALES,COMUNA 11,2015,JULIO,08/07 - 12/07,356
ALEM,COMUNA 12,2015,JULIO,08/07 - 12/07,264
PARQUE SAAVEDRA,COMUNA 12,2015,JULIO,08/07 - 12/07,313
MANUEL BELGRANO,COMUNA 13,2015,JULIO,08/07 - 12/07,207
BALCARCE,COMUNA 13,2015,JULIO,08/07 - 12/07,211
PALERMO VIEJO,COMUNA 14,2015,JULIO,08/07 - 12/07,34
CASTELLI,COMUNA 14,2015,JULIO,08/07 - 12/07,61
GUEMES,COMUNA 14,2015,JULIO,08/07 - 12/07,182
25 DE AGOSTO,COMUNA 15,2015,JULIO,08/07 - 12/07,0
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,08/07 - 12/07,113
SAN MARTIN,COMUNA 1,2015,JULIO,15/07 - 19/07,116
MUJERES ARGENTINAS,COMUNA 1,2015,JULIO,15/07 - 19/07,32
VERA PEÑALOZA,COMUNA 1,2015,JULIO,15/07 - 19/07,136
MITRE,COMUNA 2,2015,JULIO,15/07 - 19/07,102
MONSEÑOR DE ANDREA,COMUNA 2,2015,JULIO,15/07 - 19/07,235
1RO DE MAYO,COMUNA 3,2015,JULIO,15/07 - 19/07,200
VELAZCO IBARRA,COMUNA 3,2015,JULIO,15/07 - 19/07,35
COLOMBIA,COMUNA 4,2015,JULIO,15/07 - 19/07,255
PARQUE PATRICIOS,COMUNA 4,2015,JULIO,15/07 - 19/07,120
BOEDO,COMUNA 5,2015,JULIO,15/07 - 19/07,201
ALMAGRO,COMUNA 5,2015,JULIO,15/07 - 19/07,259
PARQUE RIVADAVIA,COMUNA 6,2015,JULIO,15/07 - 19/07,257
PARQUE CENTENARIO,COMUNA 6,2015,JULIO,15/07 - 19/07,373
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,15/07 - 19/07,178
PUEYRREDON,COMUNA 7,2015,JULIO,15/07 - 19/07,116
SOLDATI,COMUNA 8,2015,JULIO,15/07 - 19/07,9
SUDAMERICA,COMUNA 8,2015,JULIO,15/07 - 19/07,91
PARQUE AVELLANEDA,COMUNA 9,2015,JULIO,15/07 - 19/07,118
PARQUE SANTOJANNI,COMUNA 9,2015,JULIO,15/07 - 19/07,38
VELEZ SARFIELD,COMUNA 10,2015,JULIO,15/07 - 19/07,274
DON BOSCO,COMUNA 10,2015,JULIO,15/07 - 19/07,273
ARISTOBULO DEL VALLE,COMUNA 11,2015,JULIO,15/07 - 19/07,236
ARENALES,COMUNA 11,2015,JULIO,15/07 - 19/07,404
ALEM,COMUNA 12,2015,JULIO,15/07 - 19/07,340
PARQUE SAAVEDRA,COMUNA 12,2015,JULIO,15/07 - 19/07,301
MANUEL BELGRANO,COMUNA 13,2015,JULIO,15/07 - 19/07,242
BALCARCE,COMUNA 13,2015,JULIO,15/07 - 19/07,248
PALERMO VIEJO,COMUNA 14,2015,JULIO,15/07 - 19/07,50
CASTELLI,COMUNA 14,2015,JULIO,15/07 - 19/07,65
GUEMES,COMUNA 14,2015,JULIO,15/07 - 19/07,176
25 DE AGOSTO,COMUNA 15,2015,JULIO,15/07 - 19/07,0
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,15/07 - 19/07,135
SAN MARTIN,COMUNA 1,2015,JULIO,22/07 - 26/07,137
MUJERES ARGENTINAS,COMUNA 1,2015,JULIO,22/07 - 26/07,45
VERA PEÑALOZA,COMUNA 1,2015,JULIO,22/07 - 26/07,115
MITRE,COMUNA 2,2015,JULIO,22/07 - 26/07,78
MONSEÑOR DE ANDREA,COMUNA 2,2015,JULIO,22/07 - 26/07,195
1RO DE MAYO,COMUNA 3,2015,JULIO,22/07 - 26/07,194
VELAZCO IBARRA,COMUNA 3,2015,JULIO,22/07 - 26/07,63
COLOMBIA,COMUNA 4,2015,JULIO,22/07 - 26/07,215
PARQUE PATRICIOS,COMUNA 4,2015,JULIO,22/07 - 26/07,77
BOEDO,COMUNA 5,2015,JULIO,22/07 - 26/07,281
ALMAGRO,COMUNA 5,2015,JULIO,22/07 - 26/07,283
PARQUE RIVADAVIA,COMUNA 6,2015,JULIO,22/07 - 26/07,238
PARQUE CENTENARIO,COMUNA 6,2015,JULIO,22/07 - 26/07,449
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,22/07 - 26/07,191
PUEYRREDON,COMUNA 7,2015,JULIO,22/07 - 26/07,135
SOLDATI,COMUNA 8,2015,JULIO,22/07 - 26/07,12
SUDAMERICA,COMUNA 8,2015,JULIO,22/07 - 26/07,83
PARQUE AVELLANEDA,COMUNA 9,2015,JULIO,22/07 - 26/07,157
PARQUE SANTOJANNI,COMUNA 9,2015,JULIO,22/07 - 26/07,38
VELEZ SARFIELD,COMUNA 10,2015,JULIO,22/07 - 26/07,241
DON BOSCO,COMUNA 10,2015,JULIO,22/07 - 26/07,297
ARISTOBULO DEL VALLE,COMUNA 11,2015,JULIO,22/07 - 26/07,271
ARENALES,COMUNA 11,2015,JULIO,22/07 - 26/07,363
ALEM,COMUNA 12,2015,JULIO,22/07 - 26/07,368
PARQUE SAAVEDRA,COMUNA 12,2015,JULIO,22/07 - 26/07,293
MANUEL BELGRANO,COMUNA 13,2015,JULIO,22/07 - 26/07,222
BALCARCE,COMUNA 13,2015,JULIO,22/07 - 26/07,195
PALERMO VIEJO,COMUNA 14,2015,JULIO,22/07 - 26/07,40
CASTELLI,COMUNA 14,2015,JULIO,22/07 - 26/07,104
GUEMES,COMUNA 14,2015,JULIO,22/07 - 26/07,126
25 DE AGOSTO,COMUNA 15,2015,JULIO,22/07 - 26/07,0
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,22/07 - 26/07,119
SAN MARTIN,COMUNA 1,2015,JULIO,29/07 - 02/08,92
MUJERES ARGENTINAS,COMUNA 1,2015,JULIO,29/07 - 02/08,32
VERA PEÑALOZA,COMUNA 1,2015,JULIO,29/07 - 02/08,121
MITRE,COMUNA 2,2015,JULIO,29/07 - 02/08,105
MONSEÑOR DE ANDREA,COMUNA 2,2015,JULIO,29/07 - 02/08,204
1RO DE MAYO,COMUNA 3,2015,JULIO,29/07 - 02/08,200
VELAZCO IBARRA,COMUNA 3,2015,JULIO,29/07 - 02/08,41
COLOMBIA,COMUNA 4,2015,JULIO,29/07 - 02/08,213
PARQUE PATRICIOS,COMUNA 4,2015,JULIO,29/07 - 02/08,58
BOEDO,COMUNA 5,2015,JULIO,29/07 - 02/08,196
ALMAGRO,COMUNA 5,2015,JULIO,29/07 - 02/08,270
PARQUE RIVADAVIA,COMUNA 6,2015,JULIO,29/07 - 02/08,312
PARQUE CENTENARIO,COMUNA 6,2015,JULIO,29/07 - 02/08,458
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,29/07 - 02/08,166
PUEYRREDON,COMUNA 7,2015,JULIO,29/07 - 02/08,89
SOLDATI,COMUNA 8,2015,JULIO,29/07 - 02/08,8
SUDAMERICA,COMUNA 8,2015,JULIO,29/07 - 02/08,83
PARQUE AVELLANEDA,COMUNA 9,2015,JULIO,29/07 - 02/08,162
PARQUE SANTOJANNI,COMUNA 9,2015,JULIO,29/07 - 02/08,38
VELEZ SARFIELD,COMUNA 10,2015,JULIO,29/07 - 02/08,232
DON BOSCO,COMUNA 10,2015,JULIO,29/07 - 02/08,253
ARISTOBULO DEL VALLE,COMUNA 11,2015,JULIO,29/07 - 02/08,239
ARENALES,COMUNA 11,2015,JULIO,29/07 - 02/08,359
ALEM,COMUNA 12,2015,JULIO,29/07 - 02/08,336
PARQUE SAAVEDRA,COMUNA 12,2015,JULIO,29/07 - 02/08,110
MANUEL BELGRANO,COMUNA 13,2015,JULIO,29/07 - 02/08,195
BALCARCE,COMUNA 13,2015,JULIO,29/07 - 02/08,209
PALERMO VIEJO,COMUNA 14,2015,JULIO,29/07 - 02/08,29
CASTELLI,COMUNA 14,2015,JULIO,29/07 - 02/08,88
GUEMES,COMUNA 14,2015,JULIO,29/07 - 02/08,157
25 DE AGOSTO,COMUNA 15,2015,JULIO,29/07 - 02/08,0
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,29/07 - 02/08,122
SAN MARTIN,COMUNA 1,2015,AGOSTO,05/08 - 09/08,129
MUJERES ARGENTINAS,COMUNA 1,2015,AGOSTO,05/08 - 09/08,13
VERA PEÑALOZA,COMUNA 1,2015,AGOSTO,05/08 - 09/08,127
MITRE,COMUNA 2,2015,AGOSTO,05/08 - 09/08,91
MONSEÑOR DE ANDREA,COMUNA 2,2015,AGOSTO,05/08 - 09/08,156
1RO DE MAYO,COMUNA 3,2015,AGOSTO,05/08 - 09/08,156
VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,05/08 - 09/08,35
COLOMBIA,COMUNA 4,2015,AGOSTO,05/08 - 09/08,218
PARQUE PATRICIOS,COMUNA 4,2015,AGOSTO,05/08 - 09/08,29
BOEDO,COMUNA 5,2015,AGOSTO,05/08 - 09/08,98
ALMAGRO,COMUNA 5,2015,AGOSTO,05/08 - 09/08,210
PARQUE RIVADAVIA,COMUNA 6,2015,AGOSTO,05/08 - 09/08,174
PARQUE CENTENARIO,COMUNA 6,2015,AGOSTO,05/08 - 09/08,282
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,05/08 - 09/08,170
PUEYRREDON,COMUNA 7,2015,AGOSTO,05/08 - 09/08,96
SOLDATI,COMUNA 8,2015,AGOSTO,05/08 - 09/08,0
SUDAMERICA,COMUNA 8,2015,AGOSTO,05/08 - 09/08,81
PARQUE AVELLANEDA,COMUNA 9,2015,AGOSTO,05/08 - 09/08,97
PARQUE SANTOJANNI,COMUNA 9,2015,AGOSTO,05/08 - 09/08,23
VELEZ SARFIELD,COMUNA 10,2015,AGOSTO,05/08 - 09/08,169
DON BOSCO,COMUNA 10,2015,AGOSTO,05/08 - 09/08,199
ARISTOBULO DEL VALLE,COMUNA 11,2015,AGOSTO,05/08 - 09/08,130
ARENALES,COMUNA 11,2015,AGOSTO,05/08 - 09/08,346
ALEM,COMUNA 12,2015,AGOSTO,05/08 - 09/08,235
PARQUE SAAVEDRA,COMUNA 12,2015,AGOSTO,05/08 - 09/08,92
MANUEL BELGRANO,COMUNA 13,2015,AGOSTO,05/08 - 09/08,45
BALCARCE,COMUNA 13,2015,AGOSTO,05/08 - 09/08,155
PALERMO VIEJO,COMUNA 14,2015,AGOSTO,05/08 - 09/08,23
CASTELLI,COMUNA 14,2015,AGOSTO,05/08 - 09/08,22
GUEMES,COMUNA 14,2015,AGOSTO,05/08 - 09/08,126
25 DE AGOSTO,COMUNA 15,2015,AGOSTO,05/08 - 09/08,0
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,05/08 - 09/08,72
SAN MARTIN,COMUNA 1,2015,AGOSTO,12/08 - 16/08,107
MUJERES ARGENTINAS,COMUNA 1,2015,AGOSTO,12/08 - 16/08,22
VERA PEÑALOZA,COMUNA 1,2015,AGOSTO,12/08 - 16/08,128
MITRE,COMUNA 2,2015,AGOSTO,12/08 - 16/08,97
MONSEÑOR DE ANDREA,COMUNA 2,2015,AGOSTO,12/08 - 16/08,203
1RO DE MAYO,COMUNA 3,2015,AGOSTO,12/08 - 16/08,206
VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,12/08 - 16/08,60
COLOMBIA,COMUNA 4,2015,AGOSTO,12/08 - 16/08,250
PARQUE PATRICIOS,COMUNA 4,2015,AGOSTO,12/08 - 16/08,77
BOEDO,COMUNA 5,2015,AGOSTO,12/08 - 16/08,205
ALMAGRO,COMUNA 5,2015,AGOSTO,12/08 - 16/08,256
PARQUE RIVADAVIA,COMUNA 6,2015,AGOSTO,12/08 - 16/08,152
PARQUE CENTENARIO,COMUNA 6,2015,AGOSTO,12/08 - 16/08,392
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,12/08 - 16/08,202
PUEYRREDON,COMUNA 7,2015,AGOSTO,12/08 - 16/08,102
SOLDATI,COMUNA 8,2015,AGOSTO,12/08 - 16/08,6
SUDAMERICA,COMUNA 8,2015,AGOSTO,12/08 - 16/08,60
PARQUE AVELLANEDA,COMUNA 9,2015,AGOSTO,12/08 - 16/08,163
PARQUE SANTOJANNI,COMUNA 9,2015,AGOSTO,12/08 - 16/08,30
VELEZ SARFIELD,COMUNA 10,2015,AGOSTO,12/08 - 16/08,250
DON BOSCO,COMUNA 10,2015,AGOSTO,12/08 - 16/08,259
ARISTOBULO DEL VALLE,COMUNA 11,2015,AGOSTO,12/08 - 16/08,286
ARENALES,COMUNA 11,2015,AGOSTO,12/08 - 16/08,589
ALEM,COMUNA 12,2015,AGOSTO,12/08 - 16/08,309
PARQUE SAAVEDRA,COMUNA 12,2015,AGOSTO,12/08 - 16/08,279
MANUEL BELGRANO,COMUNA 13,2015,AGOSTO,12/08 - 16/08,176
BALCARCE,COMUNA 13,2015,AGOSTO,12/08 - 16/08,245
PALERMO VIEJO,COMUNA 14,2015,AGOSTO,12/08 - 16/08,34
CASTELLI,COMUNA 14,2015,AGOSTO,12/08 - 16/08,79
GUEMES,COMUNA 14,2015,AGOSTO,12/08 - 16/08,111
25 DE AGOSTO,COMUNA 15,2015,AGOSTO,12/08 - 16/08,0
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,12/08 - 16/08,145
SAN MARTIN,COMUNA 1,2015,AGOSTO,19/08 - 23/08,106
MUJERES ARGENTINAS,COMUNA 1,2015,AGOSTO,19/08 - 23/08,33
VERA PEÑALOZA,COMUNA 1,2015,AGOSTO,19/08 - 23/08,160
MITRE,COMUNA 2,2015,AGOSTO,19/08 - 23/08,117
MONSEÑOR DE ANDREA,COMUNA 2,2015,AGOSTO,19/08 - 23/08,230
1RO DE MAYO,COMUNA 3,2015,AGOSTO,19/08 - 23/08,130
VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,19/08 - 23/08,49
COLOMBIA,COMUNA 4,2015,AGOSTO,19/08 - 23/08,289
PARQUE PATRICIOS,COMUNA 4,2015,AGOSTO,19/08 - 23/08,80
BOEDO,COMUNA 5,2015,AGOSTO,19/08 - 23/08,313
ALMAGRO,COMUNA 5,2015,AGOSTO,19/08 - 23/08,322
PARQUE RIVADAVIA,COMUNA 6,2015,AGOSTO,19/08 - 23/08,233
PARQUE CENTENARIO,COMUNA 6,2015,AGOSTO,19/08 - 23/08,473
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,19/08 - 23/08,141
PUEYRREDON,COMUNA 7,2015,AGOSTO,19/08 - 23/08,100
SOLDATI,COMUNA 8,2015,AGOSTO,19/08 - 23/08,12
SUDAMERICA,COMUNA 8,2015,AGOSTO,19/08 - 23/08,58
PARQUE AVELLANEDA,COMUNA 9,2015,AGOSTO,19/08 - 23/08,189
PARQUE SANTOJANNI,COMUNA 9,2015,AGOSTO,19/08 - 23/08,41
VELEZ SARFIELD,COMUNA 10,2015,AGOSTO,19/08 - 23/08,240
DON BOSCO,COMUNA 10,2015,AGOSTO,19/08 - 23/08,305
ARISTOBULO DEL VALLE,COMUNA 11,2015,AGOSTO,19/08 - 23/08,238
ARENALES,COMUNA 11,2015,AGOSTO,19/08 - 23/08,597
ALEM,COMUNA 12,2015,AGOSTO,19/08 - 23/08,301
PARQUE SAAVEDRA,COMUNA 12,2015,AGOSTO,19/08 - 23/08,316
MANUEL BELGRANO,COMUNA 13,2015,AGOSTO,19/08 - 23/08,264
BALCARCE,COMUNA 13,2015,AGOSTO,19/08 - 23/08,218
PALERMO VIEJO,COMUNA 14,2015,AGOSTO,19/08 - 23/08,63
CASTELLI,COMUNA 14,2015,AGOSTO,19/08 - 23/08,115
GUEMES,COMUNA 14,2015,AGOSTO,19/08 - 23/08,177
25 DE AGOSTO,COMUNA 15,2015,AGOSTO,19/08 - 23/08,0
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,19/08 - 23/08,159
SAN MARTIN,COMUNA 1,2015,AGOSTO,26/08 - 30/08,110
MUJERES ARGENTINAS,COMUNA 1,2015,AGOSTO,26/08 - 30/08,26
VERA PEÑALOZA,COMUNA 1,2015,AGOSTO,26/08 - 30/08,133
MITRE,COMUNA 2,2015,AGOSTO,26/08 - 30/08,114
MONSEÑOR DE ANDREA,COMUNA 2,2015,AGOSTO,26/08 - 30/08,243
1RO DE MAYO,COMUNA 3,2015,AGOSTO,26/08 - 30/08,219
VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,26/08 - 30/08,94
COLOMBIA,COMUNA 4,2015,AGOSTO,26/08 - 30/08,185
PARQUE PATRICIOS,COMUNA 4,2015,AGOSTO,26/08 - 30/08,126
BOEDO,COMUNA 5,2015,AGOSTO,26/08 - 30/08,257
ALMAGRO,COMUNA 5,2015,AGOSTO,26/08 - 30/08,282
PARQUE RIVADAVIA,COMUNA 6,2015,AGOSTO,26/08 - 30/08,315
PARQUE CENTENARIO,COMUNA 6,2015,AGOSTO,26/08 - 30/08,488
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,26/08 - 30/08,278
PUEYRREDON,COMUNA 7,2015,AGOSTO,26/08 - 30/08,117
SOLDATI,COMUNA 8,2015,AGOSTO,26/08 - 30/08,12
